sim_time,sys_total_wait_time
1615.0,380.0
1620.0,374.0
1625.0,296.0
1630.0,348.0
1635.0,283.0
1640.0,349.0
1645.0,420.0
1650.0,427.0
1655.0,511.0
1660.0,458.0
1665.0,536.0
1670.0,571.0
1675.0,581.0
1680.0,402.0
1685.0,414.0
1690.0,441.0
1695.0,454.0
1700.0,493.0
1705.0,254.0
1710.0,306.0
1715.0,338.0
1720.0,160.0
1725.0,198.0
1730.0,248.0
1735.0,103.0
1740.0,143.0
1745.0,186.0
1750.0,195.0
1755.0,160.0
1760.0,53.0
1765.0,67.0
1770.0,31.0
1775.0,47.0
1780.0,57.0
1785.0,13.0
1790.0,24.0
1795.0,53.0
1800.0,106.0
1805.0,175.0
1810.0,221.0
1815.0,276.0
1820.0,231.0
1825.0,171.0
1830.0,211.0
1835.0,90.0
1840.0,45.0
1845.0,2.0
1850.0,14.0
1855.0,38.0
1860.0,13.0
1865.0,47.0
1870.0,45.0
1875.0,57.0
1880.0,75.0
1885.0,74.0
1890.0,103.0
1895.0,142.0
1900.0,145.0
1905.0,171.0
1910.0,208.0
1915.0,130.0
1920.0,177.0
1925.0,148.0
1930.0,136.0
1935.0,181.0
1940.0,199.0
1945.0,220.0
1950.0,164.0
1955.0,115.0
1960.0,147.0
1965.0,177.0
1970.0,212.0
1975.0,138.0
1980.0,28.0
1985.0,43.0
1990.0,43.0
1995.0,34.0
2000.0,52.0
2005.0,67.0
2010.0,17.0
2015.0,12.0
2020.0,32.0
2025.0,52.0
2030.0,18.0
2035.0,30.0
2040.0,54.0
2045.0,88.0
2050.0,128.0
2055.0,112.0
2060.0,113.0
2065.0,62.0
2070.0,77.0
2075.0,107.0
2080.0,148.0
2085.0,173.0
2090.0,205.0
2095.0,240.0
2100.0,285.0
2105.0,231.0
2110.0,199.0
2115.0,244.0
2120.0,155.0
2125.0,188.0
2130.0,209.0
2135.0,206.0
2140.0,37.0
2145.0,25.0
2150.0,51.0
2155.0,87.0
2160.0,86.0
2165.0,124.0
2170.0,76.0
2175.0,109.0
2180.0,149.0
2185.0,107.0
2190.0,34.0
2195.0,41.0
2200.0,18.0
2205.0,41.0
2210.0,60.0
2215.0,87.0
2220.0,108.0
2225.0,144.0
2230.0,196.0
2235.0,186.0
2240.0,228.0
2245.0,218.0
2250.0,259.0
2255.0,241.0
2260.0,230.0
2265.0,272.0
2270.0,336.0
2275.0,246.0
2280.0,269.0
2285.0,85.0
2290.0,84.0
2295.0,34.0
2300.0,49.0
2305.0,58.0
2310.0,37.0
2315.0,70.0
2320.0,136.0
2325.0,201.0
2330.0,252.0
2335.0,343.0
2340.0,447.0
2345.0,357.0
2350.0,354.0
2355.0,224.0
2360.0,125.0
2365.0,150.0
2370.0,196.0
2375.0,155.0
2380.0,189.0
2385.0,200.0
2390.0,234.0
2395.0,101.0
2400.0,138.0
2405.0,173.0
2410.0,232.0
2415.0,183.0
2420.0,249.0
2425.0,261.0
2430.0,305.0
2435.0,379.0
2440.0,314.0
2445.0,290.0
2450.0,329.0
2455.0,237.0
2460.0,272.0
2465.0,221.0
2470.0,289.0
2475.0,276.0
2480.0,143.0
2485.0,196.0
2490.0,89.0
2495.0,116.0
2500.0,134.0
2505.0,104.0
2510.0,129.0
2515.0,146.0
2520.0,152.0
2525.0,72.0
2530.0,40.0
2535.0,49.0
2540.0,71.0
2545.0,111.0
2550.0,106.0
2555.0,97.0
2560.0,115.0
2565.0,102.0
2570.0,132.0
2575.0,124.0
2580.0,152.0
2585.0,139.0
2590.0,160.0
2595.0,189.0
2600.0,167.0
2605.0,187.0
2610.0,228.0
2615.0,170.0
2620.0,189.0
2625.0,193.0
2630.0,72.0
2635.0,61.0
2640.0,101.0
2645.0,143.0
2650.0,208.0
2655.0,245.0
2660.0,234.0
2665.0,269.0
2670.0,171.0
2675.0,127.0
2680.0,147.0
2685.0,22.0
2690.0,29.0
2695.0,36.0
2700.0,23.0
2705.0,42.0
2710.0,68.0
2715.0,110.0
2720.0,130.0
2725.0,195.0
2730.0,181.0
2735.0,173.0
2740.0,231.0
2745.0,86.0
2750.0,86.0
2755.0,127.0
2760.0,121.0
2765.0,122.0
2770.0,144.0
2775.0,157.0
2780.0,61.0
2785.0,3.0
2790.0,10.0
2795.0,22.0
2800.0,37.0
2805.0,53.0
2810.0,92.0
2815.0,156.0
2820.0,198.0
2825.0,202.0
2830.0,245.0
2835.0,234.0
2840.0,221.0
2845.0,213.0
2850.0,158.0
2855.0,173.0
2860.0,215.0
2865.0,104.0
2870.0,137.0
2875.0,59.0
2880.0,41.0
2885.0,40.0
2890.0,58.0
2895.0,61.0
2900.0,97.0
2905.0,67.0
2910.0,101.0
2915.0,124.0
2920.0,114.0
2925.0,158.0
2930.0,106.0
2935.0,121.0
2940.0,157.0
2945.0,192.0
2950.0,204.0
2955.0,262.0
2960.0,329.0
2965.0,307.0
2970.0,375.0
2975.0,255.0
2980.0,219.0
2985.0,212.0
2990.0,251.0
2995.0,325.0
3000.0,394.0
3005.0,258.0
